Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.9000,43.5250,45.4250,46.6500,45.9750,46.2500,47.9250,46.6000,46.8750,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,|,,,,..
Greece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4000,27.2250,27.6250,26.1750,26.4750,25.2250,26.8750,25.0000,24.1250,23.9500,23.4750,22.7750,20.1000,16.1000,13.0000,11.8500,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,|,,,,,,,,,,,,,,..
Hungary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.9500,33.5250,30.6750,28.5000,26.8500,23.6000,21.8250,21.6500,20.9750,20.0500,18.0750,18.2750,18.3000,18.6000,19.8000,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,..
Iceland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.3500,66.0500,70.4750,72.0500,74.2250,71.7000,61.5250,61.7250,62.5000,65.4000,69.7000,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,..
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.4250,49.3500,47.5500,47.5000,47.7250,48.7000,50.2500,51.0000,46.2000,36.8500,31.5250,29.4750,28.2000,29.0250,28.4250,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,|,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.6758,29.5563,28.8421,27.7844,27.7564,28.1848,27.0351,24.6933,24.4208,25.3017,26.6025,26.6170,27.1946,27.6344,26.7958,26.9837,26.5719,43.4833,44.4000,44.4667,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,|,,,
Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.6750,25.7500,26.4750,26.3000,25.8000,25.2000,27.6500,25.6500,25.4750,24.6750,24.3500,21.6750,20.5000,19.4000,18.5750,16.3000,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,..
Japan,,,,,,,,,,,,,,54.8504,54.0303,54.5388,54.9148,52.9797,51.6348,48.8543,46.5398,44.8945,43.7832,43.1403,42.5262,41.9334,41.9644,41.5924,42.3034,41.7372,40.9913,41.0662,40.5631,40.6877,41.3796,42.3745,43.6141,44.6292,44.8182,45.0663,44.7767,45.1632,45.3636,44.5978,43.0246,42.8306,42.0582,41.0221,40.3587,40.0905,40.9070,41.2782,41.2863,41.0410,39.2774,38.4625,38.8485,38.4820,39.7234,40.3419,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,|,,,
Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4382,30.0944,31.4637,30.7993,31.1983,29.8633,27.1893,25.6640,23.8131,22.8934,22.9902,23.0531,24.2387,24.1537,25.7725,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,
Luxembourg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0000,23.3000,24.9000,23.3000,22.4750,23.8250,26.7000,21.2000,20.7000,21.7250,21.9250,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,|,,,,,,,,..
Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5343,44.9157,44.7723,43.9595,42.0546,42.4857,42.2706,42.7978,41.9734,41.2450,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,|,,,,,
Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.7250,70.4000,70.0500,68.3500,65.8500,65.2000,66.1750,68.4250,69.3000,67.9500,63.0250,63.5505,63.3000,62.3250,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,|,,,,,..
"New Zealand",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.5846,67.5684,62.2954,58.3776,58.5805,54.3903,53.0324,53.2468,55.8688,58.8746,58.8050,57.6442,55.1639,54.0778,54.2488,55.4055,56.2827,56.0368,56.2465,56.4390,58.1506,58.1827,56.0802,51.6119,50.0600,49.8490,49.4606,50.1279,52.6580,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.6750,56.5500,56.8250,55.1500,54.5750,53.4250,52.4250,54.4500,57.3250,52.5750,51.4500,50.8250,52.2000,51.8000,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,..
"OECD - Total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5106,42.8805,42.9149,42.3541,39.6328,39.0130,39.1883,39.1877,39.2346,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,|,,|,|,|,|,|,|,..
Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.5000,24.0250,21.7250,21.1750,21.7250,22.5250,24.0000,25.8500,27.3750,26.7750,26.4000,24.9000,24.6750,24.2000,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,|,,,,,..
Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5250,42.5500,42.1750,42.8750,42.1250,38.6250,36.5250,35.2750,34.7750,34.4000,34.0750,30.8500,27.8750,26.5750,23.0250,21.6750,22.3750,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,|,,,,
"Slovak Republic",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9750,29.0000,27.7000,27.0250,27.3500,26.3250,25.6250,25.9000,27.5500,26.2500,22.8250,20.6750,20.0250,20.1000,20.4000,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,|,,,,..
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0000,32.7500,30.5500,30.5250,29.1000,33.8500,34.0250,34.9750,37.6250,38.4000,35.2750,34.0750,31.5500,27.3250,26.5750,26.8250,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,,,
Spain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4750,32.5000,34.0000,34.4000,34.6750,35.3500,38.5000,39.5500,39.2250,36.0250,28.0250,24.9750,22.0000,18.4000,16.8250,16.7000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,|,,,,,,,,,,,,,,
Sweden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.1750,42.7750,41.2500,39.1250,38.9500,40.2750,42.1500,42.1500,38.2500,38.8250,40.9000,40.1750,41.6750,42.7500,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,,,,,,
Switzerland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.9000,63.3000,62.6001,62.4000,61.6000,62.5250,62.9250,61.6750,61.9000,61.6500,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,|,,,,,
Turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.3250,30.2000,30.2750,28.9250,29.9750,32.0250,31.5250,32.2250,33.5250,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,|,
"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.6500,56.6000,56.1500,55.4000,55.5750,54.4000,53.7750,52.8750,52.4500,47.8750,46.8250,45.8000,46.2000,46.3000,48.0750,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,,,,,,,,,|,,,,,,
"United States",51.2020,52.8683,52.0297,48.8782,49.5206,50.0765,48.9694,49.4820,48.4514,48.9592,50.1719,52.1538,52.7006,52.7008,53.9901,53.1882,52.2924,54.3270,56.9708,57.2012,54.2221,55.7179,57.5720,59.8179,60.5496,58.6271,57.6432,55.2871,55.6290,58.3095,59.0015,59.4877,60.0571,60.8296,61.1172,59.7878,57.1559,56.7235,57.2321,58.1265,58.2595,57.6243,58.0373,58.9895,58.9943,59.6594,57.7165,55.6929,53.9061,53.8990,53.9050,54.2450,53.1275,51.2261,46.8520,45.0023,45.4539,45.9841,46.4917,47.6392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
